rank,Net Worth ($B),Age,Country of Residence,City of Residence,Source,Industries,Origin Country,Self Made,Gender,Surname,First Name,Birth Year,Residence Country CPI Inflation Percentage,Residence Country GDP,Residence Country Tertiary Education Enrollment Percentage,Country of Residence Life Expectancy,Country of Residence Population
699,4.0,73,China,Shaoxing,Valves,Diversified,China,True,M,Zhang,Daocai,1950,25.1%,19910000000000,50.6%,77.0,1397715000
721,3.9,76,Germany,Bruchsal,Auto parts,Manufacturing,Germany,False,M,Blickle,Juergen,1947,12.8%,3845630030824,70.2%,80.9,83132799
721,3.9,72,United States,Livingston,Cargill,Food & Beverage,United States,False,M,Cargill,Austen,1951,17.2%,21427700000000,88.2%,78.5,328239523
721,3.9,73,United States,Birchwood,Cargill,Food & Beverage,United States,False,M,Cargill,James,1949,17.2%,21427700000000,88.2%,78.5,328239523
721,3.9,91,Thailand,Bangkok,"Insurance, beverages",Finance & Investments,Thailand,True,M,Chaiyawan,Vanich,1932,13.3%,543649976166,49.3%,76.9,69625582
721,3.9,65,China,Beijing,Insurance,Finance & Investments,China,True,M,Chen,Dongsheng,1957,25.1%,19910000000000,50.6%,77.0,1397715000
721,3.9,85,South Korea,Seoul,Hyundai,Automotive,South Korea,False,M,Chung,Mong-Koo,1938,15.2%,2029000000000,94.3%,82.6,51709098
721,3.9,83,Italy,Treviso,Coffee makers,Fashion & Retail,Italy,False,M,De'Longhi,Giuseppe,1939,10.6%,2001244392042,61.9%,82.9,60297396
721,3.9,83,Germany,Hamburg,Optometry,Healthcare,Germany,True,M,Fielmann,Guenther,1939,12.8%,3845630030824,70.2%,80.9,83132799
721,3.9,94,United States,Dallas,Oil,Energy,United States,False,M,Hunt,W. Herbert,1929,17.2%,21427700000000,88.2%,78.5,328239523
721,3.9,63,United States,Carmel,Indianapolis Colts,Sports,United States,False,M,Irsay,James,1959,17.2%,21427700000000,88.2%,78.5,328239523
721,3.9,65,Thailand,Bangkok,Diversified,Diversified,Thailand,False,F,Jaruphnit,Somurai,1957,13.3%,543649976166,49.3%,76.9,69625582
721,3.9,69,United States,Bozeman,Cargill,Food & Beverage,United States,False,F,Liebmann,Marianne,1953,17.2%,21427700000000,88.2%,78.5,328239523
721,3.9,78,Brazil,Rio de Janeiro,Hospitals,Healthcare,Brazil,True,M,Moll Filho,Jorge,1945,67.4%,1839758040766,51.3%,75.7,212559417
721,3.9,76,Brazil,Sao Paulo,"Banking, minerals",Diversified,Brazil,False,M,Moreira Salles,Fernando Roberto,1946,67.4%,1839758040766,51.3%,75.7,212559417
721,3.9,63,Brazil,Sao Paulo,"Banking, minerals",Diversified,Brazil,False,M,Moreira Salles,Pedro,1959,67.4%,1839758040766,51.3%,75.7,212559417
721,3.9,60,United States,Seattle,Videogames,Gambling & Casinos,United States,True,M,Newell,Gabe,1962,17.2%,21427700000000,88.2%,78.5,328239523
721,3.9,56,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,False,M,Oetker,Alfred,1967,12.8%,3845630030824,70.2%,80.9,83132799
721,3.9,50,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,False,M,Oetker,Carl Ferdinand,1972,12.8%,3845630030824,70.2%,80.9,83132799
721,3.9,44,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,False,F,Oetker,Julia,1979,12.8%,3845630030824,70.2%,80.9,83132799
721,3.9,62,China,Jiaxing,Glass,Manufacturing,China,True,M,Ruan,Hongliang,1961,25.1%,19910000000000,50.6%,77.0,1397715000
721,3.9,63,United States,Steamboat Springs,Venture capital,Finance & Investments,United States,True,M,Stevens,Mark,1960,17.2%,21427700000000,88.2%,78.5,328239523
721,3.9,79,India,Mumbai,Consumer goods,Food & Beverage,India,False,M,Wadia,Nusli,1944,80.4%,2611000000000,28.1%,69.4,1366417754
721,3.9,73,China,Shijiazhuang,Pharmaceuticals,Healthcare,China,True,M,Wu,Yiling,1949,25.1%,19910000000000,50.6%,77.0,1397715000
721,3.9,57,China,Ningbo,Semiconductors,Manufacturing,China,True,M,Yu,Renrong,1966,25.1%,19910000000000,50.6%,77.0,1397715000
721,3.9,60,China,Shenzhen,Pharmaceuticals,Healthcare,China,True,M,Zhu,Baoguo,1962,25.1%,19910000000000,50.6%,77.0,1397715000
748,3.8,63,India,Delhi,Aviation,Service,India,False,M,Bhatia,Rahul,1959,80.4%,2611000000000,28.1%,69.4,1366417754
748,3.8,80,Italy,Rome,"Cement, diversified",Construction & Engineering,Italy,True,M,Caltagirone,Francesco Gaetano,1943,10.6%,2001244392042,61.9%,82.9,60297396
748,3.8,81,United States,New York,Online media,Media & Entertainment,United States,True,M,Diller,Barry,1942,17.2%,21427700000000,88.2%,78.5,328239523
748,3.8,61,United States,New York,Investments,Finance & Investments,United States,True,M,Edens,Wesley,1961,17.2%,21427700000000,88.2%,78.5,328239523
748,3.8,63,United States,New York,Private equity,Finance & Investments,United States,True,M,Feinberg,Stephen,1960,17.2%,21427700000000,88.2%,78.5,328239523
748,3.8,69,United States,Miami,Airline,Service,United States,True,M,Gangwal,Rakesh,1953,17.2%,21427700000000,88.2%,78.5,328239523
748,3.8,61,United States,Chicago,Poultry processing,Food & Beverage,United States,True,M,Grendys,Joseph,1961,17.2%,21427700000000,88.2%,78.5,328239523
748,3.8,87,United States,Nashville,"Book distribution, transportation",Media & Entertainment,United States,False,F,Ingram,Martha,1935,17.2%,21427700000000,88.2%,78.5,328239523
748,3.8,41,China,Beijing,Electric vehicles,Automotive,China,True,M,Li,Xiang,1981,25.1%,19910000000000,50.6%,77.0,1397715000
748,3.8,64,United States,Dallas,Real estate,Real Estate,United States,False,M,Perot,H. Ross,1958,17.2%,21427700000000,88.2%,78.5,328239523
748,3.8,82,India,Mumbai,Real estate,Real Estate,India,False,M,Raheja,Chandru,1940,80.4%,2611000000000,28.1%,69.4,1366417754
748,3.8,71,United States,Dallas,Oil & gas,Energy,United States,True,M,Rees-Jones,Trevor,1951,17.2%,21427700000000,88.2%,78.5,328239523
748,3.8,58,Japan,Tokyo,Mobile phone retailer,Telecom,Japan,True,M,Shigeta,Yasumitsu,1965,5.5%,5081769542380,63.2%,84.2,126226568
748,3.8,54,China,Xiamen,Healthcare,Healthcare,China,True,M,Su,Qingcan,1969,25.1%,19910000000000,50.6%,77.0,1397715000
748,3.8,77,United States,Westlake,Aircraft leasing,Service,United States,True,M,Udvar-Hazy,Steven,1946,17.2%,21427700000000,88.2%,78.5,328239523
748,3.8,77,United States,Lake Forest,Packaging materials,Manufacturing,United States,True,F,Uihlein,Elizabeth,1945,17.2%,21427700000000,88.2%,78.5,328239523
748,3.8,77,United States,Lake Forest,Packaging materials,Manufacturing,United States,True,M,Uihlein,Richard,1945,17.2%,21427700000000,88.2%,78.5,328239523
766,3.7,51,United States,Austin,Fintech,Finance & Investments,United States,True,M,Barnard,Hayes,1972,17.2%,21427700000000,88.2%,78.5,328239523
766,3.7,76,United States,Coconut Grove,Insurance,Finance & Investments,United States,True,M,Berkley,William,1946,17.2%,21427700000000,88.2%,78.5,328239523
766,3.7,71,United States,New York,Real estate,Real Estate,United States,False,M,Cohen,Charles,1952,17.2%,21427700000000,88.2%,78.5,328239523
766,3.7,56,United Kingdom,London,Real estate,Real Estate,Cyprus,True,M,Gabay,Yakir,1966,19.6%,2827113184696,60.0%,81.3,66834405
766,3.7,59,China,Wuhan,Imaging systems,Technology,China,True,M,Huang,Li,1963,25.1%,19910000000000,50.6%,77.0,1397715000
766,3.7,66,United States,Greenwich,Logistics,Logistics,United States,True,M,Jacobs,Brad,1956,17.2%,21427700000000,88.2%,78.5,328239523
766,3.7,56,China,Shanghai,"Hotels, motels",Real Estate,China,True,M,Ji,Qi,1966,25.1%,19910000000000,50.6%,77.0,1397715000
766,3.7,50,China,Shanghai,Advertising,Media & Entertainment,Singapore,True,M,Jiang,Jason,1973,25.1%,19910000000000,50.6%,77.0,1397715000
766,3.7,60,United States,St. Louis,IT provider,Technology,United States,True,M,Kavanaugh,Jim,1962,17.2%,21427700000000,88.2%,78.5,328239523
766,3.7,77,United States,New York,Real estate,Real Estate,United States,False,M,LeFrak,Richard,1945,17.2%,21427700000000,88.2%,78.5,328239523
766,3.7,47,Kazakhstan,Almaty,Fintech,Finance & Investments,Georgia,True,M,Lomtadze,Mikhail,1975,82.8%,180161741180,61.7%,73.2,18513930
766,3.7,68,United Kingdom,Merseyside,Retail,Fashion & Retail,United Kingdom,True,M,Morris,Tom,1954,19.6%,2827113184696,60.0%,81.3,66834405
766,3.7,78,Japan,Kyoto,Motors,Manufacturing,Japan,True,M,Nagamori,Shigenobu,1944,5.5%,5081769542380,63.2%,84.2,126226568
766,3.7,62,United States,Miami Beach,Hedge funds,Finance & Investments,United States,True,M,Och,Daniel,1961,17.2%,21427700000000,88.2%,78.5,328239523
766,3.7,88,Chile,Santiago,Retail,Fashion & Retail,Chile,True,M,Paulmann,Horst,1935,31.9%,282318159745,88.5%,80.0,18952038
766,3.7,62,United States,Los Angeles,"Hotels, investments",Service,United States,False,M,Pritzker,Anthony,1961,17.2%,21427700000000,88.2%,78.5,328239523
766,3.7,75,United States,Cary,Software,Technology,United States,True,M,Sall,John,1948,17.2%,21427700000000,88.2%,78.5,328239523
766,3.7,69,United States,Seattle,Starbucks,Food & Beverage,United States,True,M,Schultz,Howard,1953,17.2%,21427700000000,88.2%,78.5,328239523
766,3.7,82,United States,Naples,Best Buy,Fashion & Retail,United States,True,M,Schulze,Richard,1941,17.2%,21427700000000,88.2%,78.5,328239523
766,3.7,74,Israel,Netanya,Real estate,Real Estate,Israel,True,M,Tshuva,Yitzhak,1948,8.2%,395098666122,63.4%,82.8,9053300
766,3.7,56,China,Wuxi,Electrical equipment,Manufacturing,China,True,M,Wang,Yanqing,1966,25.1%,19910000000000,50.6%,77.0,1397715000
787,3.6,56,India,Pune,Diversified,Diversified,India,False,M,Bajaj,Rajiv,1966,80.4%,2611000000000,28.1%,69.4,1366417754
787,3.6,53,India,Pune,Diversified,Diversified,India,False,M,Bajaj,Sanjiv,1969,80.4%,2611000000000,28.1%,69.4,1366417754
787,3.6,71,Italy,Florence,Venture capital,Finance & Investments,Canada,True,M,Boguslavsky,Leonid,1951,10.6%,2001244392042,61.9%,82.9,60297396
787,3.6,63,United States,San Francisco,Private equity,Finance & Investments,United States,True,M,Coulter,Jim,1959,17.2%,21427700000000,88.2%,78.5,328239523
787,3.6,47,Switzerland,Anzere,"Auto parts, distribution",Automotive,Belgium,False,M,D'Ieteren,Nicolas ,1975,-0.5%,703082435360,59.6%,83.6,8574832
787,3.6,82,Canada,Vancouver,Hotels,Real Estate,Canada,True,M,Gaglardi,Bob,1941,16.8%,1736425629520,68.9%,81.9,36991981
787,3.6,65,United Kingdom,London,Banking,Finance & Investments,Colombia,False,M,Gilinski Bacal,Jaime,1957,19.6%,2827113184696,60.0%,81.3,66834405
787,3.6,59,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,True,M,Howard,Alan,1963,-0.5%,703082435360,59.6%,83.6,8574832
787,3.6,61,China,Beijing,Car dealerships,Automotive,Hong Kong,True,M,Huang,Yi,1962,25.1%,19910000000000,50.6%,77.0,1397715000
787,3.6,80,United States,Short Hills,Investments,Finance & Investments,United States,False,M,Kellogg,Peter,1942,17.2%,21427700000000,88.2%,78.5,328239523
787,3.6,53,Kazakhstan,Almaty,Fintech,Finance & Investments,Kazakhstan,True,M,Kim,Vyacheslav,1969,82.8%,180161741180,61.7%,73.2,18513930
787,3.6,37,United States,New York City,Venture capital,Finance & Investments,United States,True,M,Kushner,Josh,1985,17.2%,21427700000000,88.2%,78.5,328239523
787,3.6,67,United States,Greenwich,Hedge funds,Finance & Investments,United States,True,M,Mandel,Stephen,1956,17.2%,21427700000000,88.2%,78.5,328239523
787,3.6,75,United Kingdom,London,Diversified,Diversified,Egypt,True,M,Mansour,Mohamed,1948,19.6%,2827113184696,60.0%,81.3,66834405
787,3.6,67,Japan,Tokyo,Shoes,Fashion & Retail,Japan,True,M,Miki,Masahiro,1955,5.5%,5081769542380,63.2%,84.2,126226568
787,3.6,84,Japan,Tokyo,Software,Technology,Japan,True,M,Noda,Masahiro,1938,5.5%,5081769542380,63.2%,84.2,126226568
787,3.6,37,Australia,Sydney,Software,Technology,Australia,True,M,Obrecht,Cliff,1985,19.8%,1392680589329,113.1%,82.7,25766605
787,3.6,35,Australia,Sydney,Software,Technology,Australia,True,F,Perkins,Melanie,1987,19.8%,1392680589329,113.1%,82.7,25766605
787,3.6,58,United States,Springfield,"Hotels, investments",Finance & Investments,United States,False,M,Pritzker,J.B.,1965,17.2%,21427700000000,88.2%,78.5,328239523
787,3.6,73,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,False,M,Roig,Juan,1949,11.0%,1394116310769,88.9%,83.3,47076781
787,3.6,82,United States,New York,Real estate,Real Estate,United States,True,M,Speyer,Jerry,1940,17.2%,21427700000000,88.2%,78.5,328239523
787,3.6,63,Switzerland,Geneva,Fashion investments,Fashion & Retail,Canada,True,M,Stroll,Lawrence,1959,-0.5%,703082435360,59.6%,83.6,8574832
787,3.6,60,China,Chengdu,Liquor,Food & Beverage,China,True,M,Wang,Junlin,1962,25.1%,19910000000000,50.6%,77.0,1397715000
787,3.6,61,China,Shenzhen,"Automobiles, batteries",Automotive,China,True,M,Xia,Zuoquan,1962,25.1%,19910000000000,50.6%,77.0,1397715000
787,3.6,57,China,Shenzhen,Smartphone components,Technology,China,True,F,Zeng,Fangqin,1965,25.1%,19910000000000,50.6%,77.0,1397715000
787,3.6,54,China,Tianjin,"Electric bikes, scooters",Manufacturing,China,True,M,Zhang,Jian,1969,25.1%,19910000000000,50.6%,77.0,1397715000
818,3.5,33,United States,Los Angeles,Eyeglasses,Fashion & Retail,Italy,False,M,Basilico,Rocco,1989,17.2%,21427700000000,88.2%,78.5,328239523
818,3.5,65,Brazil,Sao Paulo,Generic drugs,Healthcare,Brazil,False,M,Billi,Maurizio,1957,67.4%,1839758040766,51.3%,75.7,212559417
818,3.5,62,China,Fuzhou,Investments,Finance & Investments,China,True,M,Chen,Fashu,1960,25.1%,19910000000000,50.6%,77.0,1397715000
818,3.5,87,Italy,Cernusco Lombardone,Microchip testing,Manufacturing,Italy,True,M,Crippa,Giuseppe,1935,10.6%,2001244392042,61.9%,82.9,60297396
818,3.5,76,United States,Vienna,Private equity,Finance & Investments,United States,True,M,D'Aniello,Daniel,1946,17.2%,21427700000000,88.2%,78.5,328239523
818,3.5,66,United States,Muttontown,Eyeglasses,Fashion & Retail,Italy,False,M,Del Vecchio,Claudio,1957,17.2%,21427700000000,88.2%,78.5,328239523
818,3.5,18,Italy,Milan,Eyeglases,Fashion & Retail,Italy,False,M,Del Vecchio,Clemente,2004,10.6%,2001244392042,61.9%,82.9,60297396
818,3.5,27,Italy,Milan,Eyeglasses,Fashion & Retail,Italy,False,M,Del Vecchio,Leonardo Maria,1995,10.6%,2001244392042,61.9%,82.9,60297396
818,3.5,21,Italy,Milan,Eyeglasses,Fashion & Retail,Italy,False,M,Del Vecchio,Luca,2001,10.6%,2001244392042,61.9%,82.9,60297396
818,3.5,64,Italy,Rome,Eyeglasses,Fashion & Retail,Italy,False,F,Del Vecchio,Marisa,1958,10.6%,2001244392042,61.9%,82.9,60297396
818,3.5,61,Luxembourg,Luxembourg,Eyeglasses,Fashion & Retail,Italy,False,F,Del Vecchio,Paola,1961,15.1%,71104919108,19.2%,82.1,645397
818,3.5,70,Germany,Dusseldorf,Investing,Finance & Investments,Germany,True,M,Droege,Walter P.J.,1952,12.8%,3845630030824,70.2%,80.9,83132799
818,3.5,57,China,Xian,Skincare,Fashion & Retail,China,True,F,Fan ,Daidi,1966,25.1%,19910000000000,50.6%,77.0,1397715000
818,3.5,58,United States,Pleasanton,Software,Technology,United States,True,M,Gassner,Peter,1965,17.2%,21427700000000,88.2%,78.5,328239523
818,3.5,65,Russia,Moscow,"Oil, coal, real estate",Energy,Russia,True,M,Gutseriev,Mikhail,1958,80.8%,1699876578871,81.9%,72.7,144373535
818,3.5,54,China,Beijing,Infant formula,Food & Beverage,China,True,M,Leng,Youbin,1969,25.1%,19910000000000,50.6%,77.0,1397715000
818,3.5,61,United States,New York,Hedge funds,Finance & Investments,United States,True,M,Loeb,Daniel,1961,17.2%,21427700000000,88.2%,78.5,328239523
818,3.5,60,Switzerland,Davos,Commodities,Food & Beverage,Switzerland,False,F,Louis-Dreyfus,Margarita,1962,-0.5%,703082435360,59.6%,83.6,8574832
818,3.5,90,Thailand,Bangkok,Hospitals,Healthcare,Thailand,True,M,Prasarttong-Osoth,Prasert,1933,13.3%,543649976166,49.3%,76.9,69625582
818,3.5,88,United States,New York,Investments,Finance & Investments,United States,True,M,Rennert,Ira,1934,17.2%,21427700000000,88.2%,78.5,328239523
818,3.5,76,Germany,Lower-Saxony,Drugstores,Fashion & Retail,Germany,True,M,Rossmann,Dirk,1946,12.8%,3845630030824,70.2%,80.9,83132799
818,3.5,71,Russia,Moscow,"Construction, pipes, banking",Construction & Engineering,Russia,True,M,Rotenberg,Arkady,1951,80.8%,1699876578871,81.9%,72.7,144373535
818,3.5,61,Italy,Como,Winter jackets,Fashion & Retail,Italy,True,M,Ruffini,Remo,1961,10.6%,2001244392042,61.9%,82.9,60297396
818,3.5,65,Germany,Northeim,Biopharmaceuticals,Healthcare,Germany,False,F,Sartorius-Herbst,Karin,1957,12.8%,3845630030824,70.2%,80.9,83132799
818,3.5,66,India,Delhi,Auto parts,Automotive,Australia,True,M,Sehgal,Vivek Chaand,1956,80.4%,2611000000000,28.1%,69.4,1366417754
818,3.5,45,United States,New York,Private equity,Finance & Investments,United States,True,M,Shleifer,Scott,1977,17.2%,21427700000000,88.2%,78.5,328239523
818,3.5,70,United States,Woodside,Business software,Technology,United States,True,M,Siebel,Thomas,1952,17.2%,21427700000000,88.2%,78.5,328239523
818,3.5,75,Netherlands,Eindhoven,Manufacturing,Manufacturing,Netherlands,False,M,van der Leegte,Wim,1947,15.9%,909070395161,85.0%,81.8,17332850
818,3.5,58,China,Beijing,Fertilizer,Diversified,China,True,M,Xiao,Yongming,1964,25.1%,19910000000000,50.6%,77.0,1397715000
818,3.5,54,United States,Los Altos Hills,Cybersecurity,Technology,United States,True,M,Xie,Michael,1969,17.2%,21427700000000,88.2%,78.5,328239523
818,3.5,65,China,Qingdao,Shipping,Logistics,China,True,M,Yang,Shaopeng,1958,25.1%,19910000000000,50.6%,77.0,1397715000
818,3.5,56,Canada,Windsor,Steel,Manufacturing,Canada,False,M,Zekelman,Barry,1967,16.8%,1736425629520,68.9%,81.9,36991981
852,3.4,56,United States,New York,Hedge funds,Finance & Investments,United States,True,M,Ackman,William,1966,17.2%,21427700000000,88.2%,78.5,328239523
852,3.4,55,Thailand,Bangkok,Renewable energy,Energy,Thailand,True,M,Ahunai,Somphote,1967,13.3%,543649976166,49.3%,76.9,69625582
852,3.4,52,Russia,Yekaterinburg,Metals,Metals & Mining,Russia,True,M,Altushkin,Igor,1970,80.8%,1699876578871,81.9%,72.7,144373535
852,3.4,69,Philippines,Manila,Diversified,Food & Beverage,Philippines,True,M,Ang,Ramon,1954,29.6%,376795508680,35.5%,71.1,108116615
852,3.4,50,India,Haridwar,Consumer goods,Food & Beverage,India,True,M,Balkrishna,Acharya,1972,80.4%,2611000000000,28.1%,69.4,1366417754
852,3.4,52,Switzerland,Wilen bei Wollerau,Chemicals,Manufacturing,Switzerland,False,M,Blocher,Markus,1971,-0.5%,703082435360,59.6%,83.6,8574832
852,3.4,64,South Korea,Seoul,Finance,Finance & Investments,South Korea,False,M,Cho,Jung-ho,1958,15.2%,2029000000000,94.3%,82.6,51709098
852,3.4,63,Italy,Milan,Spirits,Food & Beverage,Italy,False,F,Garavoglia,Alessandra,1960,10.6%,2001244392042,61.9%,82.9,60297396
852,3.4,84,Switzerland,Gstaad,Diamond jewelry,Fashion & Retail,United Kingdom,True,M,Graff,Laurence,1938,-0.5%,703082435360,59.6%,83.6,8574832
852,3.4,86,United States,Boston,Cable television,Media & Entertainment,United States,True,M,Hostetter,Amos,1937,17.2%,21427700000000,88.2%,78.5,328239523
852,3.4,75,United States,Palm Beach,"Johnson & Johnson, sports",Sports,United States,False,M,Johnson,Robert ,1947,17.2%,21427700000000,88.2%,78.5,328239523
852,3.4,66,United States,New York,Investments,Finance & Investments,United States,True,M,Klinsky,Steven,1956,17.2%,21427700000000,88.2%,78.5,328239523
852,3.4,62,United States,New York,Estee Lauder,Fashion & Retail,United States,False,M,Lauder,William,1960,17.2%,21427700000000,88.2%,78.5,328239523
852,3.4,68,United States,Bryn Mawr,Tobacco,Food & Beverage,United States,False,M,Middleton,John,1955,17.2%,21427700000000,88.2%,78.5,328239523
852,3.4,58,Japan,Tokyo,Online retail,Fashion & Retail,Japan,True,M,Mikitani,Hiroshi,1965,5.5%,5081769542380,63.2%,84.2,126226568
852,3.4,72,United States,Scottsdale,Web hosting,Technology,United States,True,M,Parsons,Bob,1950,17.2%,21427700000000,88.2%,78.5,328239523
852,3.4,81,United States,Little Jackson Hole,TD Ameritrade,Finance & Investments,United States,True,M,Ricketts,J. Joe,1941,17.2%,21427700000000,88.2%,78.5,328239523
852,3.4,88,United States,Indianapolis,Real estate,Real Estate,United States,True,M,Simon,Herb,1934,17.2%,21427700000000,88.2%,78.5,328239523
852,3.4,65,India,Mumbai,Pharmaceuticals,Healthcare,India,False,F,Tewari,Leena,1957,80.4%,2611000000000,28.1%,69.4,1366417754
852,3.4,59,Germany,Stuttgart,Publishing,Media & Entertainment,Germany,False,M,von Holtzbrinck,Stefan,1963,12.8%,3845630030824,70.2%,80.9,83132799
852,3.4,81,Switzerland,Zug,Flavorings,Food & Beverage,Switzerland,False,M,Wild,Hans Peter,1941,-0.5%,703082435360,59.6%,83.6,8574832
